source_database,target_database,model,endpoint,bin_mean_prediction,bin_event_rate,n
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.13681681751489924,0.15433826469412235,2501
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.15859336168169974,0.152,2500
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.17923906938236553,0.15913634546181527,2501
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.1929487223982811,0.1644,2500
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.20387656664252282,0.1876,2500
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.21483495459109486,0.18192722910835665,2501
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.2300158431529999,0.2016,2500
eICU,MIMIC-IV,state_logistic,next_aki_stage2_onset,0.26392903691027364,0.19752099160335865,2501
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.001744024952548022,0.0007112375533428165,2812
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.0022002301060096655,0.0021344717182497333,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.002523103977375631,0.0010672358591248667,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.002840728710877814,0.002844950213371266,2812
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.0031929813775660324,0.0024902170046246885,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.0036923025172483407,0.0024902170046246885,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.004683519701326364,0.003200568990042674,2812
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.006824874495063673,0.005691924581999288,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.010938923060165123,0.0096051227321238,2811
eICU,MIMIC-IV,state_logistic,next_aki_stage3_onset,0.026687125800903436,0.02844950213371266,2812
eICU,MIMIC-IV,state_logistic,hospital_death,0.02303288757023416,0.041680901947386405,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.03207018683169089,0.05739665186197472,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.040672703762618306,0.05570745044429255,2926
eICU,MIMIC-IV,state_logistic,hospital_death,0.05089031179223323,0.06320464639562692,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.06377386325428744,0.07550392893747865,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.08276981700489314,0.10013670539986329,2926
eICU,MIMIC-IV,state_logistic,hospital_death,0.11411000859484886,0.12811752647762215,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.1721848863713642,0.1496924128503076,2926
eICU,MIMIC-IV,state_logistic,hospital_death,0.2703235313515228,0.18278100444140757,2927
eICU,MIMIC-IV,state_logistic,hospital_death,0.4523286587107821,0.3614622480355313,2927
eICU,MIMIC-IV,state_logistic,icu_death,0.011383580845097531,0.026648445507345405,2927
eICU,MIMIC-IV,state_logistic,icu_death,0.015875553439472504,0.02939166097060834,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.02034172971725912,0.034518113465481885,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.02564549088536654,0.030758714969241284,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.03259681001297941,0.04203691045796309,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.043200307160931664,0.05263157894736842,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.06280203048402083,0.07382091592617908,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.10572926126170958,0.10560492139439508,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.18830670708165295,0.12064251537935748,2926
eICU,MIMIC-IV,state_logistic,icu_death,0.35954872082739425,0.299624188588999,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.014781521010582648,0.005124701059104886,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.04536835775466596,0.0625213529210796,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.09611307616999357,0.10457963089542037,2926
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.13119211762400262,0.14144174923129485,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.16053517023817362,0.16399043389135634,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.18151742245388292,0.16438824333561175,2926
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.20111892525352307,0.17868124359412368,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.22320148641127718,0.17259056732740943,2926
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.2455066159382834,0.19986334130509054,2927
eICU,MIMIC-IV,state_xgboost,next_aki_progression,0.27680553293773896,0.21967885206696275,2927
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.08427446465440294,0.09916033586565375,2501
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.11502100588679313,0.1112,2500
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.1392154651539462,0.14114354258296682,2501
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.1606073404252529,0.1612,2500
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.17652525956847104,0.15833666533386645,2501
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.1913039368033409,0.1816,2500
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.20726195289492608,0.1772,2500
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.2240815861362879,0.19072371051579368,2501
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.24235729509592055,0.2016,2500
eICU,MIMIC-IV,state_xgboost,next_aki_stage2_onset,0.27379022150790866,0.2179128348660536,2501
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.003323117201266198,0.0021337126600284497,2812
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.003938285623236759,0.001422981145499822,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.004403354057545861,0.0032017075773745998,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.004862282355282864,0.0024893314366998577,2812
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.005420850721899882,0.005336179295624333,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.006158599329828071,0.006047669868374244,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.007209559190312234,0.002844950213371266,2812
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.008785254688425257,0.0064034151547491995,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.011788566044174938,0.007826396300249021,2811
eICU,MIMIC-IV,state_xgboost,next_aki_stage3_onset,0.022697894102039283,0.020981507823613087,2812
eICU,MIMIC-IV,state_xgboost,hospital_death,0.01959345169966136,0.02459856508370345,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.028213026674688984,0.040314314998291766,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.03592383788334574,0.04921394395078606,2926
eICU,MIMIC-IV,state_xgboost,hospital_death,0.045517901831115926,0.06696276050563717,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.058952677345872534,0.07926204304748889,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.0787428336743818,0.0936431989063568,2926
eICU,MIMIC-IV,state_xgboost,hospital_death,0.11004117977600844,0.12777587974034849,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.15860764747479153,0.15037593984962405,2926
eICU,MIMIC-IV,state_xgboost,hospital_death,0.2478854221402886,0.19883840109326956,2927
eICU,MIMIC-IV,state_xgboost,hospital_death,0.45077565488531846,0.3846942261701401,2927
eICU,MIMIC-IV,state_xgboost,icu_death,0.009832981168564509,0.011957635804578067,2927
eICU,MIMIC-IV,state_xgboost,icu_death,0.013844295523574376,0.020847573479152427,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.017568204254013824,0.024265208475734792,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.022314874077201785,0.032809295967190705,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.029272540089860813,0.041695146958304855,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.04043653103575793,0.06015037593984962,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.059504876497646596,0.08339029391660971,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.09411017959065333,0.08954203691045796,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.16628349742260765,0.12987012987012986,2926
eICU,MIMIC-IV,state_xgboost,icu_death,0.3493561642922189,0.3211479330372395,2927
